loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
307,1,Not Graduate,No,8569744,31370832,4,537,13404604,1590519,35039828,512365,Rejected
308,3,Graduate,No,7057548,23146990,15,352,28154083,3324506,28944422,14658044,Rejected
309,1,Graduate,Yes,1616936,19496471,18,798,6924973,2710156,25865947,12377420,Approved
310,0,Graduate,Yes,5923918,8861136,4,659,25760784,3563534,26910251,3667082,Approved
311,3,Graduate,Yes,8779295,6169104,19,807,13512563,6943433,17934030,2207990,Approved
312,4,Graduate,No,6688609,18586790,15,781,27137312,846696,26827675,9433785,Approved
313,0,Not Graduate,Yes,2451369,14353420,6,320,24727565,15780624,11899477,13253774,Rejected
314,1,Graduate,Yes,1462570,21237349,16,820,24218647,13871664,3280594,4720569,Approved
315,1,Not Graduate,No,4634582,6779961,9,341,6019015,12305007,12192146,14134290,Rejected
316,3,Not Graduate,Yes,4827502,9372656,14,823,23014569,3404151,11519801,6730295,Approved
317,4,Not Graduate,No,3656797,4724956,4,702,10684709,16837020,11893206,6493472,Approved
318,4,Graduate,Yes,1270782,16939609,6,792,26485463,123944,18460872,4982513,Approved
319,5,Graduate,Yes,1357637,11131266,16,600,28818763,19291885,5136213,3979039,Rejected
320,4,Not Graduate,Yes,5384059,9059661,17,396,17803045,14099729,15983968,4917961,Rejected
321,1,Graduate,Yes,9454236,21840735,2,389,26562979,3929784,18181333,2542417,Rejected
322,0,Not Graduate,Yes,6059775,19798583,6,371,15519766,3817481,7373477,5539343,Rejected
323,3,Graduate,No,4494147,8532259,13,784,988478,13479535,17776665,4259739,Approved
324,5,Graduate,Yes,9326584,27702073,19,620,25432922,15678198,26433900,833189,Approved
325,5,Not Graduate,No,6965247,13771906,14,430,15432660,9050423,16147917,5330271,Rejected
326,1,Not Graduate,No,7235579,13681523,15,375,1281273,1165711,97790,585957,Rejected
327,1,Graduate,No,5837623,19034891,9,346,1903519,9573474,27561294,2660401,Rejected
328,0,Not Graduate,No,7676284,5750650,3,455,21046423,9301009,22678547,10656357,Rejected
329,0,Graduate,Yes,5116816,16765166,16,750,26885633,6316279,16456742,369912,Approved
330,3,Not Graduate,Yes,6296247,23129953,17,836,20293853,17517990,895548,4570355,Approved
331,3,Not Graduate,No,6242461,5342209,10,665,12848956,6644736,3488945,10057542,Approved
332,2,Not Graduate,No,7575974,22443904,11,898,8933432,4725274,3112558,311854,Approved
333,1,Not Graduate,Yes,9003755,1823532,6,537,12176516,13119869,33400737,10838915,Rejected
334,4,Graduate,No,3083806,23956677,10,499,9393894,11994787,12105502,1197772,Rejected
335,2,Not Graduate,No,7053261,1689982,6,716,7942729,12043576,16663953,811492,Approved
336,4,Graduate,No,510233,7163324,9,380,3735455,9778586,27284429,2878983,Rejected
337,5,Graduate,Yes,5418305,14027017,4,847,16552632,6178969,25687197,12647158,Approved
338,1,Graduate,Yes,9007366,24393307,13,768,6355021,4997536,2524302,708720,Approved
339,1,Graduate,Yes,6522823,28477042,6,320,4219462,2300469,36451937,1451289,Rejected
340,5,Not Graduate,Yes,2823439,18681973,15,412,8026877,3601991,10392237,13908363,Rejected
341,3,Graduate,Yes,6142664,5445207,11,677,23249590,11217880,30082672,8968043,Approved
342,1,Graduate,Yes,3705906,15489308,19,743,16673114,7878676,32618420,8354904,Approved
343,3,Graduate,Yes,4444588,31149621,6,431,14294221,14344289,21120915,594174,Rejected
344,3,Not Graduate,Yes,2435354,3840440,7,748,17224929,15603273,6355242,5792158,Approved
345,5,Not Graduate,Yes,6322687,28354433,6,584,16484070,10837262,21364872,8473110,Rejected
346,1,Not Graduate,Yes,2143716,15422349,13,705,14483024,2030205,9586566,7830869,Approved
347,5,Graduate,Yes,4546984,454584,4,554,24467418,70823,33301616,7663450,Rejected
348,5,Graduate,No,9404646,27527818,15,573,21253334,4432176,29576405,1658455,Rejected
349,1,Not Graduate,No,7624621,1348516,17,534,5387829,5476920,32286385,14536775,Rejected
350,0,Not Graduate,No,4260685,14790317,14,394,23779251,1428861,32470693,10317130,Rejected
351,3,Not Graduate,No,9695343,7945302,4,414,5097827,15104439,7003187,3551100,Rejected
352,0,Not Graduate,Yes,336691,23192335,11,400,2272120,7121459,1188411,14252980,Rejected
353,1,Not Graduate,No,9606681,2499939,12,782,12245328,14405435,24558842,4431934,Approved
354,2,Not Graduate,Yes,3650895,3869136,9,554,11430756,4050966,24065275,1920659,Rejected
355,5,Graduate,No,8243211,21128650,10,528,22876331,201958,33936053,13127455,Rejected
356,5,Graduate,Yes,9485690,39262350,16,814,20231643,2657219,25003034,2243221,Approved
357,0,Graduate,Yes,6097237,1853388,17,833,1703675,9123746,31489651,894692,Approved
358,5,Graduate,Yes,6182832,18361294,7,440,14514044,9306025,13669044,9241351,Rejected
359,0,Graduate,Yes,7543454,31763717,8,513,23139452,8483972,4888867,3881169,Rejected
360,4,Not Graduate,No,2549532,11697550,5,547,21335730,18613633,1488241,2233369,Rejected
361,5,Graduate,No,1944873,19624113,9,804,14572016,12654258,17079158,1504656,Approved
362,5,Graduate,Yes,3567964,33176416,12,703,17918551,14199547,75721,1852975,Approved
363,1,Graduate,Yes,4894381,28835811,15,627,16347316,2424612,20314737,14126423,Rejected
364,5,Graduate,No,7480184,11793913,7,441,6731515,9032130,15709855,9856112,Rejected
365,0,Graduate,No,2721586,29727540,6,531,16423630,12055455,10106134,12389589,Rejected
366,3,Graduate,No,5734881,26790047,2,317,19645995,11344772,23172189,9094264,Rejected
367,2,Not Graduate,No,234250,20165146,3,723,1634471,18370209,26636375,7987148,Approved
368,1,Not Graduate,No,503061,17592378,2,852,20232174,9228943,1556094,3200734,Approved
369,0,Graduate,No,9674029,36574225,5,772,7268330,7211940,18668078,14219393,Approved
370,4,Not Graduate,No,8532863,34571787,15,485,226189,18320933,36835451,12100730,Rejected
371,2,Not Graduate,Yes,8665716,39117439,16,590,21979155,6544714,11662341,7766198,Approved
372,3,Not Graduate,No,3421429,26775020,20,875,11345911,11061919,30617915,1547187,Approved
373,2,Graduate,Yes,5234246,14381216,12,555,11997002,548506,13205089,11174152,Rejected
374,2,Not Graduate,Yes,6812097,4596937,10,804,18167901,3212068,10649180,4888851,Approved
375,5,Graduate,No,2690692,5233874,19,647,16311044,1113464,33581399,3074655,Approved
376,0,Graduate,Yes,7495586,37586805,4,599,18059605,8106033,13972360,10861354,Approved
377,4,Graduate,No,6991157,14538936,13,651,27495676,18072505,33955032,12305872,Approved
378,4,Not Graduate,No,4191245,4629339,17,434,18948636,1382853,25661803,9024347,Rejected
379,2,Graduate,Yes,4461051,9055472,11,555,1346508,18924735,31845125,1087326,Rejected
380,1,Graduate,Yes,3212062,1118559,6,482,6471165,16858006,31939563,8821043,Rejected
381,0,Graduate,No,8072826,21115422,13,755,13085698,109448,35823657,13507324,Approved
382,5,Graduate,No,9871643,23465361,20,668,13749220,299355,21748395,10088229,Approved
383,5,Not Graduate,No,9995278,15132794,6,540,10513077,17473185,37330415,3902461,Rejected
384,1,Graduate,Yes,7759690,29469591,12,794,5365441,11354485,2340830,9503002,Approved
385,0,Graduate,No,3621009,19133617,2,572,3097678,3374824,19279654,3660234,Rejected
386,0,Graduate,Yes,7854596,37929609,6,872,4218058,18504315,15544960,12851779,Approved
387,0,Graduate,Yes,2595150,30216953,16,663,27668115,10890359,3790781,12433197,Approved
388,4,Graduate,Yes,8986417,3251915,11,832,11511121,12323179,34234130,8360880,Approved
389,5,Not Graduate,Yes,2820348,11041622,5,893,27978474,13155933,31362783,1988303,Approved
390,0,Graduate,No,4148102,29865683,8,496,9745829,3911383,29348354,5898881,Rejected
391,4,Graduate,No,1114793,21369009,4,456,9064305,6965738,24830531,1775920,Rejected
392,1,Not Graduate,Yes,997301,29826181,16,802,14246127,2496334,23596445,11261513,Approved
393,2,Not Graduate,No,4061653,13438321,19,439,27549453,10262368,14916273,10005632,Rejected
394,3,Graduate,Yes,5591976,1795114,4,752,16388316,19153910,26788189,3810823,Approved
395,4,Graduate,No,370765,31070466,6,406,1023551,12174318,38240899,12587012,Rejected
396,5,Graduate,Yes,8492463,31073155,18,822,7901227,13424690,9848989,11166002,Approved
397,0,Not Graduate,Yes,1321076,25369836,18,714,28544073,3762170,13276459,13764830,Approved
398,1,Graduate,No,9984326,16151172,16,613,4497388,10513887,4283386,4115764,Approved
399,1,Graduate,No,2862618,633385,15,569,24325621,19288578,35579251,2568222,Approved
400,1,Not Graduate,No,3914166,28831863,18,682,27022912,1709367,20779083,7061597,Approved
401,5,Graduate,No,1766655,26174013,9,533,6237009,3955307,23229310,3897639,Rejected
402,4,Graduate,Yes,8279365,26472254,19,539,16265014,13965638,10445926,10866141,Rejected
403,1,Not Graduate,Yes,7375159,6970350,18,422,17446822,200566,1436365,6254495,Rejected
404,5,Graduate,No,969804,28963785,6,394,23099848,4007896,31550558,9226590,Rejected
405,2,Not Graduate,No,1234927,28699373,3,835,23230511,18319121,33725136,2525070,Approved
406,3,Not Graduate,Yes,6169407,33913300,11,750,1748683,371811,13370294,1259628,Approved
407,2,Graduate,Yes,8686743,22539676,16,566,9291599,8325077,29878709,13782997,Rejected
408,0,Not Graduate,No,1276171,28976489,18,799,27356756,6400794,22423349,6564427,Approved
409,5,Not Graduate,Yes,2366922,16038121,4,665,10294177,7733222,25185511,2048645,Approved
410,0,Not Graduate,Yes,5544392,27609636,9,660,7157643,5006366,6772353,11934276,Approved
411,1,Graduate,No,1264188,27507404,16,367,18303107,5348023,24091815,1950987,Rejected
412,1,Graduate,Yes,3184648,30859932,3,623,5682482,14758192,6317141,14652445,Approved
413,1,Graduate,Yes,299045,33878457,15,364,4280436,501139,8578351,5674963,Rejected
414,0,Not Graduate,No,5091745,424917,7,711,23220769,2513331,13987210,6861930,Approved
415,0,Graduate,Yes,7209009,30826754,2,340,3439928,5132622,8407856,3812418,Rejected
416,4,Not Graduate,No,4237395,31365298,6,609,25931358,16033891,35637785,1263108,Rejected
417,5,Not Graduate,No,2714844,21678868,16,520,7269333,7630026,1143559,6009135,Rejected
418,0,Not Graduate,Yes,4358731,20669515,18,378,3107533,675457,35437243,5382929,Rejected
419,1,Graduate,No,5193086,28629618,3,584,21570658,10094387,6042188,6586324,Approved
420,3,Graduate,No,1824043,18147375,10,420,5137185,12170384,34112325,7201868,Rejected
421,5,Not Graduate,Yes,1293837,16525450,5,446,10668037,8878297,13190065,9269892,Rejected
422,4,Graduate,No,1981810,31791650,14,834,10219219,1719642,36109074,1079399,Approved
423,4,Graduate,Yes,9855901,31229824,16,510,14764124,17053302,21196415,5329856,Rejected
424,3,Not Graduate,Yes,7284926,8412071,20,542,13774280,16648806,19194353,12704607,Rejected
425,2,Not Graduate,No,1428770,32798834,8,303,5687611,17679799,5127695,13991582,Rejected
426,1,Not Graduate,No,3153351,13098471,7,480,6828800,18700309,16994448,7920229,Rejected
427,5,Not Graduate,No,4236874,5681918,7,511,5648474,6152805,21856829,5382720,Rejected
428,4,Graduate,No,1975826,34733879,16,732,1615829,8180217,38549944,6116899,Approved
429,0,Graduate,No,8546165,9630829,10,371,18928131,18615359,10322148,11498230,Rejected
430,4,Graduate,Yes,9417729,8256388,2,858,13699465,8725305,3246324,5838612,Approved
431,0,Graduate,Yes,2599892,10883558,20,377,3153719,16779722,9955276,13890185,Rejected
432,4,Not Graduate,No,362158,19568591,3,692,9641466,12565566,9527195,416135,Approved
433,4,Graduate,No,2816323,6810403,19,302,19434165,17996115,37159412,8907446,Rejected
434,0,Not Graduate,Yes,5908796,6554614,5,792,8298537,201970,5890016,7627471,Approved
435,2,Not Graduate,Yes,8123296,15687372,12,718,11660423,13702819,38899906,6638645,Approved
436,0,Not Graduate,No,3527551,8843150,7,803,21642925,15536236,4434324,6990968,Approved
437,3,Graduate,Yes,2878728,7866902,15,859,19533983,3846473,31808392,2335266,Approved
438,5,Graduate,Yes,2638866,36056811,9,801,20390592,14266958,16253205,5084513,Approved
439,0,Not Graduate,No,228138,23645141,8,673,11108327,3787419,2132165,5195196,Approved
440,2,Not Graduate,Yes,337391,841599,11,803,14083863,17553459,24063015,9682556,Approved
441,5,Graduate,No,4393554,4283325,20,357,24620118,17627840,28562363,8793903,Rejected
442,1,Graduate,No,6252017,32206380,6,687,25383258,72018,32874761,6042174,Approved
443,0,Not Graduate,No,322845,10880831,6,894,1616684,9836681,6994288,7604289,Approved
444,2,Not Graduate,No,2162746,6273975,3,526,24386218,7420325,24201337,8404930,Rejected
445,3,Graduate,No,9115965,26388409,16,886,25994951,17275065,22313475,693536,Approved
446,3,Graduate,No,9902691,33150708,14,604,27426136,6213348,17346184,13010123,Rejected
447,1,Not Graduate,Yes,6489770,15922969,13,581,7818040,13978628,35033574,13118541,Rejected
448,5,Not Graduate,No,5312396,29420763,2,480,14588097,2264268,16588267,5349134,Rejected
449,3,Not Graduate,No,5913540,16821339,17,364,1237978,4122738,14903668,11187627,Rejected
450,1,Graduate,Yes,3830768,4565319,17,826,3194047,19113485,20591646,5849480,Approved
451,5,Graduate,Yes,2175577,31578670,19,733,16365968,7464340,36410594,994018,Approved
452,5,Not Graduate,Yes,3884260,36322784,19,540,5996312,14857316,34000206,12728788,Rejected
453,2,Not Graduate,Yes,7059473,38892853,7,877,6528708,18775809,27768190,3934688,Approved
454,0,Not Graduate,Yes,6693759,4222405,15,410,8638449,18725289,3168821,5263980,Rejected
455,3,Graduate,No,6837096,22450657,9,767,13362810,379905,11799663,8463496,Approved
456,3,Graduate,Yes,6165464,24738059,13,571,4450552,4513930,592800,6458634,Rejected
457,0,Graduate,Yes,792543,3399433,8,675,23347343,13862926,3720754,3907455,Approved
458,3,Graduate,Yes,6339364,37604591,14,322,19440217,17979852,32601746,11771939,Rejected
459,5,Not Graduate,Yes,8832296,4333796,20,667,23034010,18988326,31961770,5233428,Approved
460,0,Graduate,No,6559156,10834174,14,708,26948674,13973101,4018773,8700443,Approved
461,4,Not Graduate,Yes,5878251,38265229,19,887,17471221,2020450,17955928,9782653,Approved
462,0,Not Graduate,No,2394744,22099092,19,508,10525316,14404804,10945565,13728121,Rejected
463,4,Not Graduate,Yes,7966176,26926009,4,343,28456072,5276661,2849584,7040239,Rejected
464,2,Not Graduate,Yes,4625398,19653360,20,337,16462958,15687164,14954058,6918745,Rejected
465,0,Graduate,No,2776558,29796790,17,389,13495156,10612054,4042396,13422857,Rejected
466,5,Not Graduate,Yes,5000460,3493600,10,479,12105752,3567195,28853291,7041688,Rejected
467,0,Graduate,No,1396068,26789939,13,799,1146202,16369039,37904886,4378271,Approved
468,3,Graduate,No,9278706,2912208,13,417,27816265,19183728,16563444,631047,Rejected
469,1,Graduate,No,7084006,7341010,16,387,23845271,9826330,9525676,4775121,Rejected
470,5,Graduate,Yes,3400194,20144827,17,319,20355184,15763749,19582926,2900356,Rejected
471,4,Not Graduate,Yes,7980051,17875797,3,530,6439651,1156163,37890374,4480714,Rejected
472,4,Graduate,Yes,730898,6279712,2,662,27010941,5261164,6256446,7937989,Rejected
473,2,Graduate,Yes,3983129,31584753,6,469,5128549,2467375,26701455,7715024,Rejected
474,2,Graduate,Yes,6583573,12133107,12,597,7030378,5508239,3651106,2750526,Approved
475,3,Graduate,No,432184,34261429,18,446,2037288,7293301,11779251,6822264,Rejected
476,4,Not Graduate,Yes,7145515,887754,14,780,8386539,8368450,17222216,6667675,Approved
477,5,Graduate,No,8218890,9603552,4,315,9541888,6257289,15042132,629621,Rejected
478,0,Not Graduate,Yes,6022477,11936621,15,420,23130972,10568328,7000712,4164762,Rejected
479,3,Graduate,Yes,2219720,23661702,10,640,9491225,4261765,30459907,10624313,Approved
480,0,Not Graduate,No,7541027,16020380,9,806,27811789,6746984,26385705,305955,Approved
481,1,Graduate,Yes,3522513,6458394,16,541,8810651,16298497,17068267,4423606,Rejected
482,4,Graduate,Yes,7411783,22685737,7,341,15264922,10907352,16412143,6984108,Rejected
483,1,Graduate,No,6356664,37864454,13,631,17261914,521504,2930230,2447642,Approved
484,4,Not Graduate,No,1115403,5539747,5,462,24127065,6368429,25892083,9500168,Rejected
485,2,Not Graduate,No,1179556,10186408,9,483,21869877,16089278,9008713,10521939,Rejected
486,1,Graduate,No,348602,19056838,12,854,25245857,3494992,11802411,4972035,Approved
487,2,Not Graduate,No,905558,28784097,13,865,27289011,17880595,33725522,3384240,Approved
488,3,Not Graduate,No,3136643,5655171,19,455,3418111,5739949,25173928,11414946,Rejected
489,4,Graduate,No,451896,9359627,7,655,2736857,12224153,27290026,3161204,Approved
490,3,Graduate,Yes,9397026,9519397,19,625,13070023,9215223,10377072,2146992,Rejected
491,5,Not Graduate,No,9183071,24449315,17,877,4376111,12131797,19639831,485295,Approved
492,5,Not Graduate,Yes,1891554,3530583,8,868,14362370,15468772,538122,1341988,Approved
493,4,Not Graduate,Yes,3251551,26143161,4,510,17164417,2890943,9623430,12812790,Rejected
494,3,Graduate,Yes,7473484,16978329,6,315,8042409,6832929,31362387,13742169,Rejected
495,1,Graduate,No,6674457,13174381,14,301,2855745,11025364,18603952,8024407,Rejected
496,2,Graduate,Yes,5899868,34096488,16,302,28068992,5055621,24885715,13548351,Rejected
497,0,Graduate,No,9894506,32398288,13,769,10789240,7278383,30922883,10391400,Approved
498,2,Not Graduate,Yes,6371990,31775397,15,744,24417257,17185298,36726839,5976200,Approved
499,5,Graduate,No,6760618,35006540,3,797,18174469,4443565,3196493,10485137,Approved
500,2,Graduate,No,5120479,9469262,11,383,19269533,3680425,22776534,6172998,Rejected
501,0,Graduate,No,5345929,33818742,18,335,22713860,11316593,38994898,14140479,Rejected
502,3,Graduate,Yes,3052131,7198873,9,402,7715833,1935006,7835841,12510223,Rejected
503,5,Not Graduate,No,5305015,13267290,19,675,6332139,23095,33702691,12417859,Approved
504,5,Graduate,Yes,9198082,22076328,4,305,29006238,16870943,22743173,7798660,Rejected
505,1,Not Graduate,No,3893788,29478138,20,697,19438379,5362408,12464258,7618800,Approved
506,2,Graduate,Yes,1505587,22944697,16,834,8503879,2337274,30704189,1721572,Approved
507,3,Graduate,No,6077841,22232038,13,387,18794807,12727215,34126607,9595368,Rejected
508,1,Graduate,No,7894927,15057464,13,744,11455725,9329603,5592726,1688639,Approved
509,1,Not Graduate,No,9596156,23531030,19,632,25014829,8827787,26723209,7945019,Approved
510,1,Graduate,No,5513208,18924139,9,867,14789713,8504405,36708231,1927621,Approved
511,5,Graduate,Yes,7922832,19015063,5,446,9130052,2825426,26121093,6996794,Rejected
512,4,Not Graduate,No,2654622,23260257,19,436,20089747,16655714,21449620,11477248,Rejected
513,5,Not Graduate,Yes,4357421,23830237,3,309,21827673,25571,5476622,4533010,Rejected
514,4,Graduate,No,4306610,13234511,14,723,10844196,9373615,17649476,8847875,Approved
515,5,Not Graduate,Yes,3457959,5617643,7,821,21883196,5246522,35511069,3821253,Approved
516,0,Not Graduate,No,7218389,12042715,19,311,6813751,12449586,31327862,4406563,Rejected
517,5,Graduate,No,8858609,16326811,20,595,6960561,10651750,17653398,2687395,Approved
518,0,Not Graduate,No,3400478,6608226,11,735,24051756,7466292,12109024,2382479,Approved
519,2,Graduate,No,1530701,7264733,12,769,18075693,10370183,31486528,5469085,Approved
